Data,Em_Investigacao,Descartados,Em_Isolamento_Domiciliar,Recuperados,Obitos_Descartados,Quarentena_Domiciliar,Quarentena_Cumprida,Internados_Em_Investigacao,Internados_Confirmados,Obitos_Confirmados,Positivo_Obito_Outra_Comorbidade,Vacinados_primeira_dose,Vacinados_segunda_dose
28/04/2021,0,0,16,0,0,0,0,0,0,0,0,0,0
29/04/2021,0,0,64,0,0,0,0,0,0,0,0,0,0
30/04/2021,0,0,4,0,0,0,0,0,0,0,0,0,0
01/05/2021,0,0,5,0,0,0,0,0,0,0,0,0,0
02/05/2021,0,0,0,0,0,0,0,0,0,0,0,0,0
03/05/2021,0,0,0,0,0,0,0,0,0,0,0,0,0
04/05/2021,0,0,9,0,0,0,0,0,0,0,0,0,0
05/05/2021,0,0,52,9637,0,0,0,1287,1,0,0,0,0
06/05/2021,0,0,49,0,0,0,0,0,0,0,0,0,0
07/05/2021,0,0,15,0,0,0,0,0,0,0,0,0,0
08/05/2021,0,0,16,0,0,0,0,0,0,0,0,0,0
09/05/2021,0,0,18,0,0,0,0,0,0,0,0,0,0
10/05/2021,0,0,0,0,0,0,0,0,0,0,0,0,0
11/05/2021,0,0,9,0,0,0,0,0,0,0,0,0,0
12/05/2021,0,0,26,0,0,0,0,0,0,0,0,0,0
13/05/2021,0,0,10,0,0,0,0,0,0,0,0,0,0
14/05/2021,0,0,44,0,0,0,0,0,0,0,0,0,0
15/05/2021,0,0,12,0,0,0,0,0,0,0,0,0,0
16/05/2021,0,0,25,0,0,0,0,0,0,0,0,0,0
17/05/2021,0,0,0,0,0,0,0,0,0,0,0,0,0
18/05/2021,0,0,6,0,0,0,0,0,0,0,0,0,0
19/05/2021,0,0,28,0,0,0,0,0,0,0,0,0,0
20/05/2021,0,0,6,0,0,0,0,0,0,0,0,0,0
